3372 9769
405 471 B
625 669 B
259 602 A
605 665 A
105 628 A
571 603 A
446 647 A
214 242 B
667 684 B
237 243 A
161 267 A
594 714 A
530 605 B
547 583 A
475 660 A
485 610 B
561 603 B
472 489 A
36 326 A
606 629 A
117 439 A
605 683 A
375 662 A
430 639 A
516 588 A
136 337 A
185 538 B
356 651 B
38 217 A
553 708 A
572 576 B
187 493 B
431 577 A
653 688 B
304 373 A
685 687 B
351 436 A
677 718 B
278 396 B
563 608 B
606 717 A
667 695 B
689 716 B
405 433 B
606 682 A
392 547 A
119 441 A
591 652 B
355 409 B
611 621 A
609 611 B
346 508 B
60 472 A
660 702 A
499 643 A
710 718 B
228 510 A
81 367 A
696 717 B
707 717 A
511 670 B
500 694 A
616 682 B
296 655 A
691 699 B
517 686 A
463 528 A
331 360 B
274 619 B
438 610 A
600 643 A
653 661 B
20 605 A
235 660 A
87 346 B
383 585 A
233 687 B
305 687 B
315 455 A
596 658 B
616 703 B
695 719 B
335 413 A
232 540 B
411 651 B
30 299 A
408 462 A
177 319 A
336 430 A
641 709 B
151 366 B
218 405 A
112 444 B
121 297 B
469 577 B
115 447 B
278 624 B
587 623 B
393 618 A
74 389 A
337 590 B
324 583 B
59 484 B
627 646 A
453 668 A
500 689 A
61 499 A
542 643 B
155 339 A
269 567 B
382 647 A
700 713 A
288 320 A
470 579 A
104 354 B
386 620 B
109 701 A
669 692 B
240 285 B
45 440 B
418 484 A
603 645 B
191 262 B
508 524 B
602 612 A
550 660 B
488 636 B
315 459 A
293 551 B
169 601 B
692 716 A
483 609 A
36 192 A
551 644 B
444 460 A
461 489 B
603 655 A
371 625 B
438 693 B
237 669 A
572 641 B
382 396 A
154 158 A
435 638 B
546 596 A
357 424 A
631 714 B
536 644 B
370 662 A
173 331 B
32 614 B
206 676 B
120 231 A
455 707 A
51 450 B
494 709 A
231 627 B
44 580 A
423 701 B
60 631 B
27 95 A
683 684 B
499 623 A
155 507 B
709 716 B
598 668 B
238 373 A
232 397 A
683 706 B
136 502 B
237 285 B
534 644 A
545 651 A
73 688 B
57 654 A
418 457 B
391 573 B
250 710 A
379 442 A
135 699 A
353 485 B
22 247 A
643 719 B
71 537 B
581 677 B
444 675 B
373 703 A
383 386 B
285 444 B
556 704 B
453 509 B
552 691 B
687 707 A
144 570 B
192 534 A
605 690 B
149 275 A
564 601 A
114 199 A
474 569 A
295 313 A
247 475 B
223 492 B
19 594 A
209 615 B
176 288 A
491 622 A
712 717 A
18 614 A
662 712 A
311 553 A
89 458 B
195 656 B
530 632 A
607 643 A
365 691 A
308 548 B
668 677 B
456 501 A
579 599 A
258 503 B
12 537 A
480 488 B
226 646 A
276 399 B
446 715 A
126 406 A
580 676 A
248 503 B
51 655 B
232 378 B
273 517 A
333 680 A
114 356 B
343 650 A
318 639 B
60 166 A
195 682 A
65 196 B
67 392 A
634 719 B
658 673 A
355 387 A
248 479 A
164 284 A
414 433 A
248 310 A
606 637 B
647 681 B
293 628 B
127 180 B
141 166 B
189 400 B
310 526 B
353 551 B
494 590 A
581 608 A
246 688 B
685 688 A
280 614 A
49 308 B
618 694 A
458 702 B
81 493 A
136 212 A
168 547 B
477 608 A
2 17 B
717 719 B
506 652 B
31 625 B
21 423 A
564 680 B
314 531 B
222 368 B
497 518 B
445 652 A
349 361 A
166 173 A
563 569 A
539 556 A
288 619 B
211 466 B
453 699 B
545 600 B
444 479 A
150 509 B
2 198 A
294 359 A
28 246 B
608 706 B
114 667 A
333 672 A
442 709 A
272 298 B
292 372 B
449 688 A
314 469 A
354 404 A
370 475 B
571 719 B
575 711 A
626 631 A
643 653 A
273 476 A
106 660 B
686 710 B
625 715 B
169 647 B
562 640 A
689 718 B
557 635 B
240 645 B
598 694 A
689 695 A
202 409 A
582 641 A
346 518 A
218 617 B
561 595 A
104 144 A
690 717 A
218 572 A
190 576 A
71 150 A
224 678 B
709 719 A
553 562 B
217 257 B
471 571 B
281 355 A
446 644 A
385 501 B
676 717 B
562 646 B
135 203 B
312 491 B
202 407 B
344 610 B
308 505 A
139 543 A
157 322 B
313 660 A
179 456 B
114 588 B
50 701 B
343 565 A
27 642 B
704 711 B
559 595 A
403 498 A
318 416 A
233 443 B
705 708 A
57 316 B
562 612 B
500 511 A
613 654 A
286 483 B
371 385 B
451 528 B
174 701 B
119 261 B
74 412 A
556 573 B
515 518 A
612 662 A
485 558 A
518 545 B
47 433 B
444 684 A
594 689 B
71 702 A
615 623 B
185 694 A
502 602 B
372 454 A
459 483 A
411 644 A
74 349 B
353 713 A
470 671 A
448 637 B
27 616 B
296 315 B
68 316 A
513 650 B
82 432 A
341 621 B
320 505 B
155 328 B
218 558 A
377 406 B
11 447 A
408 716 A
501 647 A
189 419 A
714 718 A
241 568 B
103 151 B
34 249 B
544 659 A
255 536 A
561 669 A
124 395 A
176 701 B
600 670 B
701 718 B
445 598 A
327 714 A
248 288 A
45 249 A
22 606 B
347 685 A
388 701 A
598 685 B
474 627 B
207 586 B
185 645 A
563 606 A
604 623 B
122 465 B
605 673 B
258 674 A
185 230 A
610 674 B
184 445 B
15 318 A
558 704 A
521 572 A
326 383 A
140 458 B
334 560 B
7 324 B
458 469 A
556 579 A
222 467 A
674 683 A
7 209 B
493 635 B
457 588 A
76 292 A
